Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
9.35,-0.008,-0.09%,07 Sep 2022
9.358,0.011,0.12%,06 Sep 2022
9.347,-0.009,-0.10%,02 Sep 2022
9.356,0.003,0.03%,01 Sep 2022
9.353,-0.023,-0.25%,31 Aug 2022
9.376,0.000,0.00%,30 Aug 2022
9.376,-0.017,-0.18%,26 Aug 2022
9.393,-0.009,-0.10%,25 Aug 2022
9.402,0.007,0.07%,24 Aug 2022
9.395,-0.005,-0.05%,23 Aug 2022
9.4,-0.008,-0.09%,22 Aug 2022
9.408,0.008,0.09%,19 Aug 2022
9.4,-0.003,-0.03%,18 Aug 2022
9.403,0.002,0.02%,17 Aug 2022
9.401,0.021,0.22%,16 Aug 2022
9.38,0.009,0.10%,12 Aug 2022
9.371,0.012,0.13%,11 Aug 2022
9.359,0.001,0.01%,10 Aug 2022
9.358,0.010,0.11%,09 Aug 2022
9.348,-0.001,-0.01%,08 Aug 2022
9.349,0.103,1.11%,05 Aug 2022
9.246,-0.002,-0.02%,04 Aug 2022
9.248,-0.005,-0.05%,03 Aug 2022
9.253,0.006,0.06%,02 Aug 2022
9.247,0.007,0.08%,01 Aug 2022
9.24,0.002,0.02%,29 Jul 2022
9.238,0.006,0.06%,28 Jul 2022
9.232,-0.014,-0.15%,27 Jul 2022
9.246,-0.010,-0.11%,26 Jul 2022
9.256,0.007,0.08%,25 Jul 2022
9.249,0.003,0.03%,22 Jul 2022
9.246,-0.002,-0.02%,21 Jul 2022
9.248,-0.004,-0.04%,20 Jul 2022
9.252,-0.003,-0.03%,19 Jul 2022
9.255,0.002,0.02%,18 Jul 2022
9.253,-0.009,-0.10%,15 Jul 2022
9.262,0.001,0.01%,14 Jul 2022
9.261,0.000,0.00%,13 Jul 2022
9.261,0.004,0.04%,12 Jul 2022
9.257,-0.014,-0.15%,11 Jul 2022
9.271,-0.074,-0.79%,08 Jul 2022
9.345,0.036,0.39%,07 Jul 2022
9.309,-0.050,-0.53%,06 Jul 2022
9.359,-0.002,-0.02%,05 Jul 2022
9.361,-0.007,-0.07%,01 Jul 2022
9.368,-0.024,-0.26%,30 Jun 2022
9.392,-0.004,-0.04%,29 Jun 2022
9.396,-0.004,-0.04%,28 Jun 2022
9.4,-0.006,-0.06%,27 Jun 2022
9.406,-0.018,-0.19%,24 Jun 2022
9.424,-0.012,-0.13%,22 Jun 2022
9.436,-0.015,-0.16%,21 Jun 2022
9.451,0.003,0.03%,17 Jun 2022
9.448,-0.008,-0.08%,16 Jun 2022
9.456,-0.004,-0.04%,15 Jun 2022
9.46,-0.018,-0.19%,14 Jun 2022
9.478,-0.001,-0.01%,10 Jun 2022
9.479,-0.002,-0.02%,09 Jun 2022
9.481,0.007,0.07%,08 Jun 2022
9.474,0.012,0.13%,07 Jun 2022
9.462,-0.002,-0.02%,01 Jun 2022
9.464,0.000,0.00%,31 May 2022
9.464,-0.015,-0.16%,27 May 2022
9.479,-0.012,-0.13%,25 May 2022
9.491,-0.010,-0.11%,24 May 2022
9.501,-0.001,-0.01%,23 May 2022
9.502,-0.023,-0.24%,20 May 2022
9.525,-0.003,-0.03%,19 May 2022
9.528,-0.008,-0.08%,18 May 2022
9.536,0.009,0.09%,17 May 2022
9.527,-0.010,-0.10%,16 May 2022
9.537,-0.027,-0.28%,13 May 2022
9.564,-0.001,-0.01%,12 May 2022
9.565,-0.017,-0.18%,11 May 2022
9.582,-0.024,-0.25%,10 May 2022
9.606,-0.012,-0.12%,06 May 2022
9.618,0.004,0.04%,05 May 2022
9.614,0.002,0.02%,04 May 2022
9.612,-0.009,-0.09%,03 May 2022
9.621,-0.006,-0.06%,29 Apr 2022
9.627,-0.024,-0.25%,28 Apr 2022
9.651,0.003,0.03%,27 Apr 2022
9.648,0.002,0.02%,26 Apr 2022
9.646,-0.009,-0.09%,22 Apr 2022
9.655,0.004,0.04%,21 Apr 2022
9.651,-0.004,-0.04%,20 Apr 2022
9.655,-0.005,-0.05%,19 Apr 2022
9.66,0.054,0.56%,14 Apr 2022
9.606,0.005,0.05%,13 Apr 2022
9.601,-0.004,-0.04%,12 Apr 2022
9.605,-0.002,-0.02%,11 Apr 2022
9.607,0.002,0.02%,08 Apr 2022
9.605,0.001,0.01%,07 Apr 2022
9.604,-0.004,-0.04%,06 Apr 2022
9.608,0.001,0.01%,05 Apr 2022
9.607,-0.004,-0.04%,04 Apr 2022
9.611,0.011,0.11%,01 Apr 2022
9.6,-0.001,-0.01%,31 Mar 2022
9.601,-0.056,-0.58%,30 Mar 2022
9.657,0.034,0.35%,29 Mar 2022
9.623,-0.009,-0.09%,28 Mar 2022
9.632,0.000,0.00%,25 Mar 2022
9.632,-0.001,-0.01%,24 Mar 2022
9.633,-0.001,-0.01%,23 Mar 2022
9.634,-0.006,-0.06%,22 Mar 2022
9.64,0.007,0.07%,21 Mar 2022
9.633,-0.006,-0.06%,18 Mar 2022
9.639,-0.006,-0.06%,17 Mar 2022
9.645,-0.003,-0.03%,16 Mar 2022
9.648,-0.005,-0.05%,15 Mar 2022
9.653,0.003,0.03%,14 Mar 2022
9.65,0.014,0.15%,11 Mar 2022
9.636,-0.009,-0.09%,10 Mar 2022
9.645,-0.013,-0.13%,09 Mar 2022
9.658,0.038,0.40%,08 Mar 2022
9.62,-0.035,-0.36%,07 Mar 2022
9.655,-0.077,-0.79%,04 Mar 2022
9.732,-0.013,-0.13%,03 Mar 2022
9.745,0.009,0.09%,02 Mar 2022
9.736,0.005,0.05%,01 Mar 2022
9.731,-0.010,-0.10%,28 Feb 2022
9.741,-0.023,-0.24%,25 Feb 2022
9.764,-0.002,-0.02%,24 Feb 2022
9.766,-0.006,-0.06%,23 Feb 2022
9.772,-0.002,-0.02%,22 Feb 2022
9.774,-0.001,-0.01%,18 Feb 2022
9.775,-0.002,-0.02%,17 Feb 2022
9.777,-0.006,-0.06%,16 Feb 2022
9.783,-0.004,-0.04%,15 Feb 2022
9.787,0.006,0.06%,14 Feb 2022
9.781,-0.010,-0.10%,11 Feb 2022
9.791,0.002,0.02%,10 Feb 2022
9.789,-0.004,-0.04%,09 Feb 2022
9.793,0.000,0.00%,08 Feb 2022
9.793,-0.005,-0.05%,07 Feb 2022
9.798,-0.003,-0.03%,04 Feb 2022
9.801,0.001,0.01%,03 Feb 2022
9.8,-0.002,-0.02%,02 Feb 2022
9.802,0.000,0.00%,01 Feb 2022
9.802,0.000,0.00%,31 Jan 2022
9.802,-0.013,-0.13%,28 Jan 2022
9.815,-0.007,-0.07%,27 Jan 2022
9.822,0.003,0.03%,25 Jan 2022
9.819,0.005,0.05%,24 Jan 2022
9.814,-0.003,-0.03%,21 Jan 2022
9.817,0.002,0.02%,20 Jan 2022
9.815,-0.002,-0.02%,19 Jan 2022
9.817,-0.001,-0.01%,18 Jan 2022
9.818,0.002,0.02%,14 Jan 2022
9.816,0.002,0.02%,13 Jan 2022
9.814,0.002,0.02%,12 Jan 2022
9.812,-0.003,-0.03%,11 Jan 2022
9.815,-0.001,-0.01%,10 Jan 2022
9.816,-0.001,-0.01%,07 Jan 2022
9.817,0.000,0.00%,06 Jan 2022
9.817,0.000,0.00%,05 Jan 2022
9.817,0.000,0.00%,04 Jan 2022
9.817,-0.013,-0.13%,30 Dec 2021
9.83,-0.001,-0.01%,29 Dec 2021
9.831,0.002,0.02%,23 Dec 2021
9.829,-0.005,-0.05%,22 Dec 2021
9.834,0.001,0.01%,21 Dec 2021
9.833,0.002,0.02%,20 Dec 2021
9.831,0.002,0.02%,17 Dec 2021
9.829,-0.002,-0.02%,16 Dec 2021
9.831,-0.001,-0.01%,15 Dec 2021
9.832,0.010,0.10%,14 Dec 2021
9.822,-0.007,-0.07%,13 Dec 2021
9.829,0.017,0.17%,10 Dec 2021
9.812,-0.001,-0.01%,09 Dec 2021
9.813,-0.015,-0.15%,08 Dec 2021
9.828,-0.005,-0.05%,07 Dec 2021
9.833,0.003,0.03%,06 Dec 2021
9.83,-0.002,-0.02%,03 Dec 2021
9.832,-0.002,-0.02%,02 Dec 2021
9.834,0.000,0.00%,01 Dec 2021
9.834,-0.016,-0.16%,30 Nov 2021
9.85,0.010,0.10%,29 Nov 2021
9.84,-0.002,-0.02%,26 Nov 2021
9.842,-0.002,-0.02%,24 Nov 2021
9.844,-0.007,-0.07%,23 Nov 2021
9.851,0.005,0.05%,22 Nov 2021
9.846,0.000,0.00%,19 Nov 2021
9.846,0.001,0.01%,18 Nov 2021
9.845,-0.001,-0.01%,17 Nov 2021
9.846,-0.001,-0.01%,16 Nov 2021
9.847,0.000,0.00%,15 Nov 2021
9.847,-0.009,-0.09%,12 Nov 2021
9.856,0.005,0.05%,10 Nov 2021
9.851,-0.005,-0.05%,09 Nov 2021
9.856,0.005,0.05%,08 Nov 2021
9.851,0.003,0.03%,05 Nov 2021
9.848,-0.003,-0.03%,04 Nov 2021
9.851,0.004,0.04%,03 Nov 2021
9.847,-0.002,-0.02%,02 Nov 2021
9.849,-0.013,-0.13%,29 Oct 2021
9.862,0.004,0.04%,28 Oct 2021
9.858,-0.001,-0.01%,27 Oct 2021
9.859,0.002,0.02%,26 Oct 2021
9.857,0.000,0.00%,25 Oct 2021
9.857,-0.005,-0.05%,22 Oct 2021
9.862,0.002,0.02%,21 Oct 2021
9.86,0.002,0.02%,20 Oct 2021
9.858,-0.004,-0.04%,19 Oct 2021
9.862,-0.002,-0.02%,18 Oct 2021
9.864,0.003,0.03%,15 Oct 2021
9.861,0.001,0.01%,14 Oct 2021
9.86,0.000,0.00%,13 Oct 2021
9.86,-0.005,-0.05%,12 Oct 2021
9.865,-0.001,-0.01%,08 Oct 2021
9.866,0.000,0.00%,07 Oct 2021
9.866,-0.002,-0.02%,06 Oct 2021
9.868,0.000,0.00%,05 Oct 2021
9.868,0.004,0.04%,04 Oct 2021
9.864,0.000,0.00%,01 Oct 2021
9.864,-0.010,-0.10%,30 Sep 2021
9.874,0.001,0.01%,29 Sep 2021
9.873,0.000,0.00%,28 Sep 2021
9.873,-0.002,-0.02%,27 Sep 2021
9.875,-0.003,-0.03%,24 Sep 2021
9.878,-0.001,-0.01%,23 Sep 2021
9.879,0.000,0.00%,22 Sep 2021
9.879,0.003,0.03%,21 Sep 2021
9.876,-0.002,-0.02%,20 Sep 2021
9.878,-0.001,-0.01%,17 Sep 2021
9.879,0.001,0.01%,16 Sep 2021
9.878,0.001,0.01%,15 Sep 2021
9.877,0.001,0.01%,14 Sep 2021
9.876,-0.002,-0.02%,13 Sep 2021
9.878,0.002,0.02%,10 Sep 2021
9.876,0.001,0.01%,09 Sep 2021
9.875,0.001,0.01%,08 Sep 2021
9.874,-0.001,-0.01%,07 Sep 2021
9.875,0.002,0.02%,03 Sep 2021
9.873,0.000,0.00%,02 Sep 2021
9.873,-0.002,-0.02%,01 Sep 2021
9.875,0.004,0.04%,31 Aug 2021
9.871,-0.013,-0.13%,27 Aug 2021
9.884,-0.004,-0.04%,26 Aug 2021
9.888,0.001,0.01%,25 Aug 2021
9.887,-0.016,-0.16%,24 Aug 2021
9.903,0.016,0.16%,23 Aug 2021
9.887,0.002,0.02%,20 Aug 2021
9.885,-0.003,-0.03%,19 Aug 2021
9.888,0.001,0.01%,18 Aug 2021
9.887,0.002,0.02%,17 Aug 2021
9.885,0.002,0.02%,16 Aug 2021
9.883,-0.004,-0.04%,13 Aug 2021
9.887,0.002,0.02%,12 Aug 2021
9.885,-0.001,-0.01%,11 Aug 2021
9.886,-0.001,-0.01%,10 Aug 2021
9.887,-0.003,-0.03%,09 Aug 2021
9.89,-0.002,-0.02%,06 Aug 2021
9.892,0.001,0.01%,05 Aug 2021
9.891,0.001,0.01%,04 Aug 2021
9.89,0.004,0.04%,03 Aug 2021
9.886,0.001,0.01%,02 Aug 2021
9.885,-0.012,-0.12%,30 Jul 2021
9.897,-0.001,-0.01%,29 Jul 2021
9.898,0.002,0.02%,28 Jul 2021
9.896,0.000,0.00%,27 Jul 2021
9.896,0.000,0.00%,26 Jul 2021
9.896,0.001,0.01%,23 Jul 2021
9.895,-0.005,-0.05%,22 Jul 2021
9.9,0.002,0.02%,21 Jul 2021
9.898,0.005,0.05%,20 Jul 2021
9.893,-0.001,-0.01%,19 Jul 2021
9.894,0.003,0.03%,16 Jul 2021
9.891,0.004,0.04%,15 Jul 2021
9.887,-0.003,-0.03%,14 Jul 2021
9.89,0.001,0.01%,13 Jul 2021
9.889,-0.002,-0.02%,12 Jul 2021
9.891,0.002,0.02%,09 Jul 2021
9.889,0.002,0.02%,08 Jul 2021
9.887,0.004,0.04%,07 Jul 2021
9.883,0.001,0.01%,06 Jul 2021
9.882,-0.001,-0.01%,02 Jul 2021
9.883,0.003,0.03%,01 Jul 2021
9.88,-0.011,-0.11%,30 Jun 2021
9.891,0.003,0.03%,29 Jun 2021
9.888,-0.002,-0.02%,28 Jun 2021
9.89,0.002,0.02%,25 Jun 2021
9.888,-0.002,-0.02%,24 Jun 2021
9.89,-0.002,-0.02%,22 Jun 2021
9.892,0.003,0.03%,21 Jun 2021
9.889,-0.002,-0.02%,18 Jun 2021
9.891,-0.002,-0.02%,17 Jun 2021
9.893,0.000,0.00%,16 Jun 2021
9.893,-0.001,-0.01%,15 Jun 2021
9.894,0.001,0.01%,11 Jun 2021
9.893,0.003,0.03%,10 Jun 2021
9.89,0.002,0.02%,09 Jun 2021
9.888,-0.001,-0.01%,08 Jun 2021
9.889,0.004,0.04%,07 Jun 2021
9.885,-0.003,-0.03%,04 Jun 2021
9.888,0.002,0.02%,03 Jun 2021
9.886,-0.001,-0.01%,02 Jun 2021
9.887,0.000,0.00%,01 Jun 2021
9.887,-0.011,-0.11%,28 May 2021
9.898,0.000,0.00%,27 May 2021
9.898,0.006,0.06%,26 May 2021
9.892,0.005,0.05%,25 May 2021
9.887,0.000,0.00%,21 May 2021
9.887,-0.001,-0.01%,20 May 2021
9.888,0.000,0.00%,19 May 2021
9.888,0.000,0.00%,18 May 2021
9.888,0.003,0.03%,17 May 2021
9.885,-0.002,-0.02%,14 May 2021
9.887,0.001,0.01%,12 May 2021
9.886,0.000,0.00%,11 May 2021
9.886,0.000,0.00%,10 May 2021
9.886,0.001,0.01%,07 May 2021
9.885,0.002,0.02%,06 May 2021
9.883,0.002,0.02%,05 May 2021
9.881,0.002,0.02%,04 May 2021
9.879,0.000,0.00%,30 Apr 2021
9.879,0.000,0.00%,29 Apr 2021
9.879,-0.013,-0.13%,28 Apr 2021
9.892,0.000,0.00%,27 Apr 2021
9.892,0.000,0.00%,26 Apr 2021
9.892,-0.001,-0.01%,23 Apr 2021
9.893,0.001,0.01%,22 Apr 2021
9.892,0.001,0.01%,21 Apr 2021
9.891,-0.002,-0.02%,20 Apr 2021
9.893,-0.002,-0.02%,19 Apr 2021
9.895,0.005,0.05%,16 Apr 2021
9.89,0.005,0.05%,15 Apr 2021
9.885,0.001,0.01%,14 Apr 2021
9.884,0.000,0.00%,13 Apr 2021
9.884,-0.017,-0.17%,12 Apr 2021
9.901,0.018,0.18%,09 Apr 2021
9.883,0.001,0.01%,08 Apr 2021
9.882,0.002,0.02%,07 Apr 2021
9.88,-0.016,-0.16%,06 Apr 2021
9.896,0.017,0.17%,01 Apr 2021
9.879,-0.012,-0.12%,31 Mar 2021
9.891,-0.001,-0.01%,30 Mar 2021
9.892,-0.001,-0.01%,29 Mar 2021
9.893,0.000,0.00%,26 Mar 2021
9.893,0.000,0.00%,25 Mar 2021
9.893,-0.001,-0.01%,24 Mar 2021
9.894,-0.015,-0.15%,23 Mar 2021
9.909,0.018,0.18%,22 Mar 2021
9.891,-0.001,-0.01%,19 Mar 2021
9.892,0.004,0.04%,18 Mar 2021
9.888,-0.003,-0.03%,17 Mar 2021
9.891,0.001,0.01%,16 Mar 2021
9.89,-0.026,-0.26%,15 Mar 2021
9.916,0.005,0.05%,12 Mar 2021
9.911,0.001,0.01%,11 Mar 2021
9.91,0.003,0.03%,10 Mar 2021
9.907,-0.001,-0.01%,09 Mar 2021
9.908,0.028,0.28%,08 Mar 2021
9.88,0.004,0.04%,05 Mar 2021
9.876,-0.002,-0.02%,04 Mar 2021
9.878,-0.025,-0.25%,03 Mar 2021
9.903,0.031,0.31%,02 Mar 2021
9.872,0.001,0.01%,01 Mar 2021
9.871,-0.014,-0.14%,26 Feb 2021
9.885,0.001,0.01%,25 Feb 2021
9.884,0.003,0.03%,24 Feb 2021
9.881,0.002,0.02%,23 Feb 2021
9.879,-0.002,-0.02%,22 Feb 2021
9.881,-0.002,-0.02%,19 Feb 2021
9.883,0.001,0.01%,18 Feb 2021
9.882,-0.003,-0.03%,17 Feb 2021
9.885,-0.001,-0.01%,16 Feb 2021
9.886,0.002,0.02%,12 Feb 2021
9.884,0.000,0.00%,11 Feb 2021
9.884,0.004,0.04%,10 Feb 2021
9.88,0.001,0.01%,09 Feb 2021
9.879,-0.001,-0.01%,08 Feb 2021
9.88,0.000,0.00%,05 Feb 2021
9.88,0.001,0.01%,04 Feb 2021
9.879,-0.001,-0.01%,03 Feb 2021
9.88,0.000,0.00%,02 Feb 2021
9.88,0.004,0.04%,01 Feb 2021
9.876,0.006,0.06%,29 Jan 2021
9.87,-0.012,-0.12%,28 Jan 2021
9.882,0.041,0.42%,27 Jan 2021
9.841,-0.035,-0.35%,25 Jan 2021
9.876,0.003,0.03%,22 Jan 2021
9.873,0.007,0.07%,21 Jan 2021
9.866,0.005,0.05%,20 Jan 2021
9.861,0.004,0.04%,19 Jan 2021
9.857,0.005,0.05%,15 Jan 2021
9.852,0.002,0.02%,14 Jan 2021
9.85,-0.001,-0.01%,13 Jan 2021
9.851,0.002,0.02%,12 Jan 2021
9.849,0.001,0.01%,11 Jan 2021
9.848,0.001,0.01%,08 Jan 2021
9.847,0.001,0.01%,07 Jan 2021
9.846,0.001,0.01%,06 Jan 2021
9.845,0.001,0.01%,05 Jan 2021
9.844,0.003,0.03%,04 Jan 2021
9.841,-0.005,-0.05%,30 Dec 2020
9.846,0.001,0.01%,29 Dec 2020
9.845,0.003,0.03%,23 Dec 2020
9.842,-0.001,-0.01%,22 Dec 2020
9.843,0.002,0.02%,21 Dec 2020
9.841,0.000,0.00%,18 Dec 2020
9.841,0.002,0.02%,17 Dec 2020
9.839,-0.001,-0.01%,16 Dec 2020
9.84,-0.001,-0.01%,15 Dec 2020
9.841,0.003,0.03%,14 Dec 2020
9.838,0.003,0.03%,11 Dec 2020
9.835,0.002,0.02%,10 Dec 2020
9.833,0.004,0.04%,09 Dec 2020
9.829,0.003,0.03%,08 Dec 2020
9.826,0.000,0.00%,07 Dec 2020
9.826,0.003,0.03%,04 Dec 2020
9.823,0.002,0.02%,03 Dec 2020
9.821,0.000,0.00%,02 Dec 2020
9.821,0.000,0.00%,01 Dec 2020
9.821,0.001,0.01%,30 Nov 2020
9.82,0.001,0.01%,27 Nov 2020
9.819,-0.009,-0.09%,25 Nov 2020
9.828,0.000,0.00%,24 Nov 2020
9.828,0.001,0.01%,23 Nov 2020
9.827,0.001,0.01%,20 Nov 2020
9.826,0.001,0.01%,19 Nov 2020
9.825,0.001,0.01%,18 Nov 2020
9.824,0.003,0.03%,17 Nov 2020
9.821,0.001,0.01%,16 Nov 2020
9.82,0.005,0.05%,13 Nov 2020
9.815,0.005,0.05%,12 Nov 2020
9.81,0.012,0.12%,10 Nov 2020
9.798,0.005,0.05%,09 Nov 2020
9.793,-0.001,-0.01%,06 Nov 2020
9.794,0.003,0.03%,05 Nov 2020
9.791,-0.005,-0.05%,04 Nov 2020
9.796,0.001,0.01%,03 Nov 2020
9.795,-0.003,-0.03%,02 Nov 2020
9.798,-0.046,-0.47%,30 Oct 2020
9.844,0.043,0.44%,29 Oct 2020
9.801,0.032,0.33%,28 Oct 2020
9.769,-0.042,-0.43%,27 Oct 2020
9.811,0.001,0.01%,26 Oct 2020
9.81,0.004,0.04%,23 Oct 2020
9.806,-0.001,-0.01%,22 Oct 2020
9.807,-0.001,-0.01%,21 Oct 2020
9.808,-0.001,-0.01%,20 Oct 2020
9.809,0.002,0.02%,19 Oct 2020
9.807,0.000,0.00%,16 Oct 2020
9.807,0.001,0.01%,15 Oct 2020
9.806,0.002,0.02%,14 Oct 2020
9.804,-0.001,-0.01%,13 Oct 2020
9.805,0.001,0.01%,09 Oct 2020
9.804,-0.001,-0.01%,08 Oct 2020
9.805,0.000,0.00%,07 Oct 2020
9.805,0.000,0.00%,06 Oct 2020
9.805,0.002,0.02%,05 Oct 2020
9.803,-0.049,-0.50%,02 Oct 2020
9.852,0.048,0.49%,01 Oct 2020
9.804,0.001,0.01%,30 Sep 2020
9.803,-0.012,-0.12%,29 Sep 2020
9.815,-0.001,-0.01%,28 Sep 2020
9.816,-0.001,-0.01%,25 Sep 2020
9.817,0.002,0.02%,24 Sep 2020
9.815,-0.003,-0.03%,23 Sep 2020
9.818,-0.003,-0.03%,22 Sep 2020
9.821,0.016,0.16%,21 Sep 2020
9.805,0.004,0.04%,18 Sep 2020
9.801,0.001,0.01%,17 Sep 2020
9.8,-0.046,-0.47%,16 Sep 2020
9.846,0.051,0.52%,15 Sep 2020
9.795,0.003,0.03%,14 Sep 2020
9.792,0.002,0.02%,11 Sep 2020
9.79,0.001,0.01%,10 Sep 2020
9.789,0.001,0.01%,09 Sep 2020
9.788,-0.002,-0.02%,08 Sep 2020
9.79,0.005,0.05%,04 Sep 2020
9.785,0.003,0.03%,03 Sep 2020
9.782,0.001,0.01%,02 Sep 2020
9.781,0.003,0.03%,01 Sep 2020
9.778,-0.012,-0.12%,28 Aug 2020
9.79,0.000,0.00%,27 Aug 2020
9.79,-0.002,-0.02%,26 Aug 2020
9.792,0.003,0.03%,25 Aug 2020
9.789,-0.001,-0.01%,24 Aug 2020
9.79,-0.001,-0.01%,21 Aug 2020
9.791,0.003,0.03%,20 Aug 2020
9.788,0.003,0.03%,19 Aug 2020
9.785,0.003,0.03%,18 Aug 2020
9.782,0.000,0.00%,17 Aug 2020
9.782,0.003,0.03%,14 Aug 2020
9.779,0.018,0.18%,13 Aug 2020
9.761,-0.002,-0.02%,12 Aug 2020
9.763,0.003,0.03%,11 Aug 2020
9.76,0.005,0.05%,10 Aug 2020
9.755,0.000,0.00%,07 Aug 2020
9.755,0.003,0.03%,06 Aug 2020
9.752,0.002,0.02%,05 Aug 2020
9.75,0.000,0.00%,04 Aug 2020
9.75,0.004,0.04%,03 Aug 2020
9.746,0.064,0.66%,31 Jul 2020
9.682,-0.008,-0.08%,30 Jul 2020
9.69,-0.047,-0.48%,29 Jul 2020
9.737,0.008,0.08%,28 Jul 2020
9.729,0.061,0.63%,27 Jul 2020
9.668,-0.055,-0.57%,24 Jul 2020
9.723,0.064,0.66%,23 Jul 2020
9.659,-0.054,-0.56%,22 Jul 2020
9.713,0.001,0.01%,21 Jul 2020
9.712,0.000,0.00%,20 Jul 2020
9.712,0.007,0.07%,17 Jul 2020
9.705,0.008,0.08%,16 Jul 2020
9.697,0.003,0.03%,15 Jul 2020
9.694,0.000,0.00%,14 Jul 2020
9.694,0.005,0.05%,13 Jul 2020
9.689,0.002,0.02%,10 Jul 2020
9.687,0.002,0.02%,09 Jul 2020
9.685,0.001,0.01%,08 Jul 2020
9.684,0.000,0.00%,07 Jul 2020
9.684,-0.002,-0.02%,06 Jul 2020
9.686,0.001,0.01%,02 Jul 2020
9.685,0.005,0.05%,01 Jul 2020
9.68,0.045,0.47%,30 Jun 2020
9.635,-0.064,-0.66%,29 Jun 2020
9.699,-0.003,-0.03%,26 Jun 2020
9.702,0.008,0.08%,25 Jun 2020
9.694,0.007,0.07%,24 Jun 2020
9.687,0.000,0.00%,22 Jun 2020
9.687,0.012,0.12%,19 Jun 2020
9.675,0.006,0.06%,18 Jun 2020
9.669,0.003,0.03%,17 Jun 2020
9.666,0.001,0.01%,16 Jun 2020
9.665,-0.008,-0.08%,15 Jun 2020
9.673,0.006,0.06%,12 Jun 2020
9.667,0.005,0.05%,11 Jun 2020
9.662,0.018,0.19%,10 Jun 2020
9.644,0.041,0.43%,09 Jun 2020
9.603,0.010,0.10%,05 Jun 2020
9.593,0.005,0.05%,04 Jun 2020
9.588,0.005,0.05%,03 Jun 2020
9.583,0.022,0.23%,02 Jun 2020
9.561,-0.026,-0.27%,29 May 2020
9.587,0.003,0.03%,28 May 2020
9.584,0.002,0.02%,27 May 2020
9.582,0.007,0.07%,26 May 2020
9.575,0.013,0.14%,22 May 2020
9.562,0.005,0.05%,20 May 2020
9.557,-0.002,-0.02%,19 May 2020
9.559,0.003,0.03%,18 May 2020
9.556,0.066,0.70%,15 May 2020
9.49,-0.031,-0.33%,14 May 2020
9.521,0.029,0.31%,13 May 2020
9.492,0.010,0.11%,12 May 2020
9.482,0.027,0.29%,11 May 2020
9.455,-0.004,-0.04%,07 May 2020
9.459,-0.007,-0.07%,06 May 2020
9.466,0.006,0.06%,05 May 2020
9.46,0.070,0.75%,04 May 2020
9.39,0.016,0.17%,30 Apr 2020
9.374,0.015,0.16%,29 Apr 2020
9.359,-0.003,-0.03%,28 Apr 2020
9.362,-0.001,-0.01%,27 Apr 2020
9.363,0.013,0.14%,24 Apr 2020
9.35,-0.012,-0.13%,23 Apr 2020
9.362,0.002,0.02%,22 Apr 2020
9.36,0.026,0.28%,21 Apr 2020
9.334,0.015,0.16%,20 Apr 2020
9.319,0.008,0.09%,17 Apr 2020
9.311,0.015,0.16%,16 Apr 2020
9.296,0.029,0.31%,15 Apr 2020
9.267,-0.070,-0.75%,14 Apr 2020
9.337,0.006,0.06%,09 Apr 2020
9.331,-0.088,-0.93%,08 Apr 2020
9.419,0.113,1.21%,07 Apr 2020
9.306,0.157,1.72%,06 Apr 2020
9.149,-0.153,-1.64%,03 Apr 2020
9.302,-0.010,-0.11%,02 Apr 2020
9.312,0.054,0.58%,01 Apr 2020
9.258,0.026,0.28%,31 Mar 2020
9.232,0.225,2.50%,30 Mar 2020
9.007,0.253,2.89%,27 Mar 2020
8.754,0.151,1.76%,26 Mar 2020
8.603,-0.097,-1.11%,25 Mar 2020
8.7,-0.421,-4.62%,24 Mar 2020
9.121,-0.265,-2.82%,23 Mar 2020
9.386,-0.160,-1.68%,20 Mar 2020
9.546,-0.046,-0.48%,19 Mar 2020
9.592,-0.122,-1.26%,18 Mar 2020
9.714,-0.074,-0.76%,17 Mar 2020
9.788,-0.145,-1.46%,16 Mar 2020
9.933,-0.042,-0.42%,13 Mar 2020
9.975,0.037,0.37%,12 Mar 2020
9.938,-0.072,-0.72%,11 Mar 2020
10.01,-0.058,-0.58%,10 Mar 2020
10.068,-0.003,-0.03%,09 Mar 2020
10.071,-0.004,-0.04%,06 Mar 2020
10.075,0.000,0.00%,05 Mar 2020
10.075,-0.011,-0.11%,04 Mar 2020
10.086,0.002,0.02%,03 Mar 2020
10.084,-0.004,-0.04%,02 Mar 2020
10.088,-0.024,-0.24%,28 Feb 2020
10.112,0.001,0.01%,27 Feb 2020
10.111,0.003,0.03%,26 Feb 2020
10.108,0.004,0.04%,25 Feb 2020
10.104,0.004,0.04%,24 Feb 2020
10.1,-0.001,-0.01%,21 Feb 2020
10.101,0.001,0.01%,20 Feb 2020
10.1,0.003,0.03%,19 Feb 2020
10.097,0.003,0.03%,18 Feb 2020
10.094,-0.015,-0.15%,14 Feb 2020
10.109,0.016,0.16%,13 Feb 2020
10.093,-0.001,-0.01%,12 Feb 2020
10.094,0.004,0.04%,11 Feb 2020
10.09,0.006,0.06%,10 Feb 2020
10.084,0.000,0.00%,07 Feb 2020
10.084,0.000,0.00%,06 Feb 2020
10.084,-0.004,-0.04%,05 Feb 2020
10.088,0.000,0.00%,04 Feb 2020
10.088,0.004,0.04%,03 Feb 2020
10.084,0.005,0.05%,31 Jan 2020
10.079,0.007,0.07%,30 Jan 2020
